target,model,seed,test_block,cycle,cycle_run,true_event_cycle,event_detected_on_positive_window,normal_cycle_false_alarm,window_count,predicted_positive_window_count
System_Failure,lstm,43,7,174,152,1,1.0,,19,6
System_Failure,lstm,43,7,175,153,1,1.0,,35,14
System_Failure,lstm,44,7,151,129,0,,0.0,15,0
System_Failure,lstm,44,7,152,130,1,1.0,,21,7
System_Failure,lstm,44,7,153,131,0,,0.0,15,0
System_Failure,lstm,44,7,154,132,0,,0.0,16,0
System_Failure,lstm,44,7,155,133,0,,0.0,15,0
System_Failure,lstm,44,7,156,134,0,,0.0,15,0
System_Failure,lstm,44,7,157,135,0,,0.0,16,0
System_Failure,lstm,44,7,159,137,1,1.0,,23,9
System_Failure,lstm,44,7,160,138,1,1.0,,16,6
System_Failure,lstm,44,7,161,139,0,,0.0,15,0
System_Failure,lstm,44,7,162,140,0,,0.0,15,0
System_Failure,lstm,44,7,163,141,1,1.0,,44,12
System_Failure,lstm,44,7,164,142,1,1.0,,21,5
System_Failure,lstm,44,7,165,143,0,,1.0,15,1
System_Failure,lstm,44,7,166,144,0,,0.0,15,0
System_Failure,lstm,44,7,167,145,0,,0.0,15,0
System_Failure,lstm,44,7,168,146,0,,1.0,16,1
System_Failure,lstm,44,7,169,147,0,,0.0,15,0
System_Failure,lstm,44,7,170,148,1,1.0,,47,10
System_Failure,lstm,44,7,171,149,0,,0.0,15,0
System_Failure,lstm,44,7,172,150,0,,0.0,15,0
System_Failure,lstm,44,7,173,151,1,1.0,,21,9
System_Failure,lstm,44,7,174,152,1,1.0,,19,7
System_Failure,lstm,44,7,175,153,1,1.0,,35,16
System_Failure,lstm,42,8,176,154,0,,1.0,15,2
System_Failure,lstm,42,8,177,155,0,,1.0,15,2
System_Failure,lstm,42,8,178,156,0,,0.0,16,0
System_Failure,lstm,42,8,179,157,0,,0.0,15,0
System_Failure,lstm,42,8,180,158,1,0.0,,15,0
System_Failure,lstm,42,8,181,159,0,,0.0,14,0
System_Failure,lstm,42,8,182,160,1,1.0,,18,5
System_Failure,lstm,42,8,183,161,1,1.0,,38,18
System_Failure,lstm,42,8,184,162,0,,1.0,15,2
System_Failure,lstm,42,8,185,163,1,1.0,,6,6
System_Failure,lstm,42,8,199,176,0,,0.0,7,0
System_Failure,lstm,42,8,200,177,1,0.0,,15,0
System_Failure,lstm,43,8,176,154,0,,0.0,15,0
System_Failure,lstm,43,8,177,155,0,,0.0,15,0
System_Failure,lstm,43,8,178,156,0,,0.0,16,0
System_Failure,lstm,43,8,179,157,0,,0.0,15,0
System_Failure,lstm,43,8,180,158,1,0.0,,15,0
System_Failure,lstm,43,8,181,159,0,,0.0,14,0
System_Failure,lstm,43,8,182,160,1,1.0,,18,4
System_Failure,lstm,43,8,183,161,1,1.0,,38,18
System_Failure,lstm,43,8,184,162,0,,0.0,15,0
System_Failure,lstm,43,8,185,163,1,1.0,,6,6
System_Failure,lstm,43,8,199,176,0,,0.0,7,0
System_Failure,lstm,43,8,200,177,1,1.0,,15,1
System_Failure,lstm,44,8,176,154,0,,0.0,15,0
System_Failure,lstm,44,8,177,155,0,,0.0,15,0
System_Failure,lstm,44,8,178,156,0,,0.0,16,0
System_Failure,lstm,44,8,179,157,0,,0.0,15,0
System_Failure,lstm,44,8,180,158,1,0.0,,15,0
System_Failure,lstm,44,8,181,159,0,,0.0,14,0
System_Failure,lstm,44,8,182,160,1,1.0,,18,4
System_Failure,lstm,44,8,183,161,1,1.0,,38,17
System_Failure,lstm,44,8,184,162,0,,0.0,15,0
System_Failure,lstm,44,8,185,163,1,1.0,,6,6
System_Failure,lstm,44,8,199,176,0,,0.0,7,0
System_Failure,lstm,44,8,200,177,1,1.0,,15,1
System_Failure,lstm,42,9,201,178,1,1.0,,30,16
System_Failure,lstm,42,9,202,179,1,1.0,,15,6
System_Failure,lstm,42,9,203,180,0,,0.0,15,0
System_Failure,lstm,42,9,204,181,1,1.0,,38,18
System_Failure,lstm,42,9,205,182,0,,1.0,16,4
System_Failure,lstm,42,9,206,183,1,1.0,,18,6
System_Failure,lstm,42,9,207,184,0,,1.0,15,3
System_Failure,lstm,42,9,208,185,1,1.0,,14,7
System_Failure,lstm,42,9,209,186,0,,1.0,15,1
System_Failure,lstm,42,9,210,187,1,1.0,,49,29
System_Failure,lstm,42,9,211,188,0,,1.0,15,3
System_Failure,lstm,42,9,212,189,1,1.0,,19,9
System_Failure,lstm,42,9,213,190,0,,0.0,15,0
System_Failure,lstm,42,9,214,191,1,1.0,,40,29
System_Failure,lstm,42,9,215,192,1,1.0,,31,7
System_Failure,lstm,42,9,216,193,1,1.0,,16,3
System_Failure,lstm,42,9,217,194,1,1.0,,17,6
System_Failure,lstm,42,9,218,195,1,1.0,,18,6
System_Failure,lstm,42,9,219,196,1,1.0,,23,11
System_Failure,lstm,42,9,220,197,1,1.0,,32,10
System_Failure,lstm,42,9,221,198,1,1.0,,19,3
System_Failure,lstm,42,9,222,199,1,1.0,,18,6
System_Failure,lstm,42,9,223,200,1,1.0,,19,7
System_Failure,lstm,42,9,224,201,1,1.0,,19,7
System_Failure,lstm,42,9,225,202,1,1.0,,19,6
System_Failure,lstm,42,9,224,210,1,1.0,,16,7
System_Failure,lstm,43,9,201,178,1,1.0,,30,9
System_Failure,lstm,43,9,202,179,1,1.0,,15,8
System_Failure,lstm,43,9,203,180,0,,0.0,15,0
System_Failure,lstm,43,9,204,181,1,1.0,,38,14
System_Failure,lstm,43,9,205,182,0,,1.0,16,4
System_Failure,lstm,43,9,206,183,1,1.0,,18,6
System_Failure,lstm,43,9,207,184,0,,1.0,15,3
System_Failure,lstm,43,9,208,185,1,1.0,,14,6
System_Failure,lstm,43,9,209,186,0,,0.0,15,0
System_Failure,lstm,43,9,210,187,1,1.0,,49,24
System_Failure,lstm,43,9,211,188,0,,0.0,15,0
System_Failure,lstm,43,9,212,189,1,1.0,,19,6
System_Failure,lstm,43,9,213,190,0,,1.0,15,3
System_Failure,lstm,43,9,214,191,1,1.0,,40,26
System_Failure,lstm,43,9,215,192,1,0.0,,31,3
System_Failure,lstm,43,9,216,193,1,0.0,,16,0
System_Failure,lstm,43,9,217,194,1,1.0,,17,4
System_Failure,lstm,43,9,218,195,1,1.0,,18,5
System_Failure,lstm,43,9,219,196,1,1.0,,23,6
System_Failure,lstm,43,9,220,197,1,1.0,,32,8
System_Failure,lstm,43,9,221,198,1,1.0,,19,3
System_Failure,lstm,43,9,222,199,1,1.0,,18,5
System_Failure,lstm,43,9,223,200,1,1.0,,19,7
System_Failure,lstm,43,9,224,201,1,1.0,,19,6
System_Failure,lstm,43,9,225,202,1,1.0,,19,5
System_Failure,lstm,43,9,224,210,1,1.0,,16,7
System_Failure,lstm,44,9,201,178,1,1.0,,30,17
System_Failure,lstm,44,9,202,179,1,1.0,,15,8
System_Failure,lstm,44,9,203,180,0,,1.0,15,1
System_Failure,lstm,44,9,204,181,1,1.0,,38,17
System_Failure,lstm,44,9,205,182,0,,1.0,16,2
System_Failure,lstm,44,9,206,183,1,1.0,,18,6
System_Failure,lstm,44,9,207,184,0,,1.0,15,4
System_Failure,lstm,44,9,208,185,1,1.0,,14,6
System_Failure,lstm,44,9,209,186,0,,1.0,15,1
System_Failure,lstm,44,9,210,187,1,1.0,,49,26
System_Failure,lstm,44,9,211,188,0,,0.0,15,0
System_Failure,lstm,44,9,212,189,1,1.0,,19,8
System_Failure,lstm,44,9,213,190,0,,0.0,15,0
System_Failure,lstm,44,9,214,191,1,1.0,,40,27
System_Failure,lstm,44,9,215,192,1,1.0,,31,7
System_Failure,lstm,44,9,216,193,1,1.0,,16,4
System_Failure,lstm,44,9,217,194,1,1.0,,17,6
System_Failure,lstm,44,9,218,195,1,1.0,,18,6
System_Failure,lstm,44,9,219,196,1,1.0,,23,12
System_Failure,lstm,44,9,220,197,1,1.0,,32,13
System_Failure,lstm,44,9,221,198,1,1.0,,19,4
System_Failure,lstm,44,9,222,199,1,1.0,,18,6
System_Failure,lstm,44,9,223,200,1,1.0,,19,7
System_Failure,lstm,44,9,224,201,1,1.0,,19,7
System_Failure,lstm,44,9,225,202,1,1.0,,19,8
System_Failure,lstm,44,9,224,210,1,1.0,,16,7
System_Failure,lstm,42,10,226,203,1,1.0,,19,11
System_Failure,lstm,42,10,227,204,1,1.0,,18,4
System_Failure,lstm,42,10,229,205,1,1.0,,42,22
System_Failure,lstm,42,10,230,206,1,1.0,,18,9
System_Failure,lstm,42,10,231,207,1,1.0,,35,14
System_Failure,lstm,42,10,232,208,0,,1.0,15,3
System_Failure,lstm,42,10,233,209,1,1.0,,31,14
System_Failure,lstm,42,10,230,216,1,1.0,,20,6
System_Failure,lstm,42,10,231,217,1,1.0,,18,6
System_Failure,lstm,42,10,232,218,1,1.0,,20,13
System_Failure,lstm,42,10,233,219,1,1.0,,15,6
System_Failure,lstm,42,10,234,220,1,1.0,,52,15
System_Failure,lstm,42,10,235,221,1,1.0,,18,6
System_Failure,lstm,42,10,236,222,0,,1.0,15,8
System_Failure,lstm,42,10,237,223,1,1.0,,43,18
System_Failure,lstm,42,10,238,224,0,,1.0,15,3
System_Failure,lstm,42,10,239,225,1,1.0,,34,16
System_Failure,lstm,42,10,240,226,1,1.0,,37,11
System_Failure,lstm,42,10,241,227,0,,1.0,15,3
System_Failure,lstm,42,10,242,228,1,1.0,,43,8
System_Failure,lstm,42,10,243,229,0,,1.0,16,1
System_Failure,lstm,42,10,245,230,0,,1.0,15,3
System_Failure,lstm,42,10,246,231,1,1.0,,40,20
System_Failure,lstm,42,10,247,232,1,1.0,,46,15
System_Failure,lstm,42,10,248,233,0,,1.0,15,2
System_Failure,lstm,42,10,249,234,1,1.0,,37,12
System_Failure,lstm,42,10,250,235,1,1.0,,33,11
System_Failure,lstm,43,10,226,203,1,1.0,,19,7
System_Failure,lstm,43,10,227,204,1,1.0,,18,5
System_Failure,lstm,43,10,229,205,1,1.0,,42,18
System_Failure,lstm,43,10,230,206,1,1.0,,18,6
System_Failure,lstm,43,10,231,207,1,1.0,,35,12
System_Failure,lstm,43,10,232,208,0,,0.0,15,0
System_Failure,lstm,43,10,233,209,1,1.0,,31,18
System_Failure,lstm,43,10,230,216,1,1.0,,20,7
System_Failure,lstm,43,10,231,217,1,1.0,,18,6
System_Failure,lstm,43,10,232,218,1,1.0,,20,4
System_Failure,lstm,43,10,233,219,1,0.0,,15,0
System_Failure,lstm,43,10,234,220,1,1.0,,52,10
System_Failure,lstm,43,10,235,221,1,1.0,,18,6
System_Failure,lstm,43,10,236,222,0,,1.0,15,2
System_Failure,lstm,43,10,237,223,1,1.0,,43,12
System_Failure,lstm,43,10,238,224,0,,0.0,15,0
System_Failure,lstm,43,10,239,225,1,1.0,,34,10
System_Failure,lstm,43,10,240,226,1,1.0,,37,7
System_Failure,lstm,43,10,241,227,0,,0.0,15,0
System_Failure,lstm,43,10,242,228,1,1.0,,43,9
System_Failure,lstm,43,10,243,229,0,,1.0,16,2
System_Failure,lstm,43,10,245,230,0,,1.0,15,1
System_Failure,lstm,43,10,246,231,1,1.0,,40,16
System_Failure,lstm,43,10,247,232,1,1.0,,46,8
System_Failure,lstm,43,10,248,233,0,,1.0,15,2
System_Failure,lstm,43,10,249,234,1,1.0,,37,4
System_Failure,lstm,43,10,250,235,1,0.0,,33,0
System_Failure,lstm,44,10,226,203,1,1.0,,19,10
System_Failure,lstm,44,10,227,204,1,0.0,,18,0
System_Failure,lstm,44,10,229,205,1,1.0,,42,23
System_Failure,lstm,44,10,230,206,1,1.0,,18,6
System_Failure,lstm,44,10,231,207,1,1.0,,35,14
System_Failure,lstm,44,10,232,208,0,,0.0,15,0
System_Failure,lstm,44,10,233,209,1,1.0,,31,16
System_Failure,lstm,44,10,230,216,1,1.0,,20,6
System_Failure,lstm,44,10,231,217,1,1.0,,18,6
System_Failure,lstm,44,10,232,218,1,1.0,,20,11
System_Failure,lstm,44,10,233,219,1,1.0,,15,4
System_Failure,lstm,44,10,234,220,1,1.0,,52,15
System_Failure,lstm,44,10,235,221,1,1.0,,18,6
System_Failure,lstm,44,10,236,222,0,,0.0,15,0
System_Failure,lstm,44,10,237,223,1,1.0,,43,19
System_Failure,lstm,44,10,238,224,0,,0.0,15,0
System_Failure,lstm,44,10,239,225,1,1.0,,34,14
System_Failure,lstm,44,10,240,226,1,1.0,,37,13
System_Failure,lstm,44,10,241,227,0,,1.0,15,2
System_Failure,lstm,44,10,242,228,1,1.0,,43,11
System_Failure,lstm,44,10,243,229,0,,0.0,16,0
System_Failure,lstm,44,10,245,230,0,,0.0,15,0
System_Failure,lstm,44,10,246,231,1,1.0,,40,20
System_Failure,lstm,44,10,247,232,1,1.0,,46,16
System_Failure,lstm,44,10,248,233,0,,0.0,15,0
System_Failure,lstm,44,10,249,234,1,1.0,,37,7
System_Failure,lstm,44,10,250,235,1,1.0,,33,13
ProtectiveStop,1d_cnn,42,1,1,1,1,1.0,,30,10
ProtectiveStop,1d_cnn,42,1,2,2,0,,0.0,37,0
ProtectiveStop,1d_cnn,42,1,3,3,0,,0.0,17,0
ProtectiveStop,1d_cnn,42,1,4,4,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,5,5,0,,0.0,18,0
ProtectiveStop,1d_cnn,42,1,6,6,0,,0.0,22,0
ProtectiveStop,1d_cnn,42,1,8,8,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,9,9,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,10,10,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,11,11,0,,0.0,16,0
ProtectiveStop,1d_cnn,42,1,12,12,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,13,13,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,14,14,0,,0.0,19,0
ProtectiveStop,1d_cnn,42,1,15,15,0,,0.0,14,0
ProtectiveStop,1d_cnn,42,1,16,16,0,,0.0,16,0
ProtectiveStop,1d_cnn,42,1,17,17,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,18,18,0,,0.0,16,0
ProtectiveStop,1d_cnn,42,1,19,19,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,20,20,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,21,21,0,,0.0,16,0
ProtectiveStop,1d_cnn,42,1,22,22,1,1.0,,27,12
ProtectiveStop,1d_cnn,42,1,23,23,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,24,24,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,1,25,25,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,1,1,1,1,0.0,,30,0
ProtectiveStop,1d_cnn,43,1,2,2,0,,0.0,37,0
ProtectiveStop,1d_cnn,43,1,3,3,0,,0.0,17,0
ProtectiveStop,1d_cnn,43,1,4,4,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,5,5,0,,0.0,18,0
ProtectiveStop,1d_cnn,43,1,6,6,0,,0.0,22,0
ProtectiveStop,1d_cnn,43,1,8,8,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,9,9,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,10,10,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,11,11,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,1,12,12,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,13,13,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,14,14,0,,0.0,19,0
ProtectiveStop,1d_cnn,43,1,15,15,0,,0.0,14,0
ProtectiveStop,1d_cnn,43,1,16,16,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,1,17,17,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,18,18,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,1,19,19,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,20,20,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,21,21,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,1,22,22,1,1.0,,27,11
ProtectiveStop,1d_cnn,43,1,23,23,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,24,24,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,1,25,25,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,1,1,1,1,1.0,,30,7
ProtectiveStop,1d_cnn,44,1,2,2,0,,0.0,37,0
ProtectiveStop,1d_cnn,44,1,3,3,0,,0.0,17,0
ProtectiveStop,1d_cnn,44,1,4,4,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,5,5,0,,0.0,18,0
ProtectiveStop,1d_cnn,44,1,6,6,0,,0.0,22,0
ProtectiveStop,1d_cnn,44,1,8,8,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,9,9,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,10,10,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,11,11,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,1,12,12,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,13,13,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,14,14,0,,0.0,19,0
ProtectiveStop,1d_cnn,44,1,15,15,0,,0.0,14,0
ProtectiveStop,1d_cnn,44,1,16,16,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,1,17,17,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,18,18,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,1,19,19,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,20,20,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,21,21,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,1,22,22,1,1.0,,27,13
ProtectiveStop,1d_cnn,44,1,23,23,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,24,24,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,1,25,25,0,,0.0,16,0
ProtectiveStop,1d_cnn,42,2,26,26,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,27,27,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,28,28,0,,0.0,16,0
ProtectiveStop,1d_cnn,42,2,29,29,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,30,30,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,31,31,0,,0.0,14,0
ProtectiveStop,1d_cnn,42,2,32,32,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,33,33,0,,0.0,16,0
ProtectiveStop,1d_cnn,42,2,34,34,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,35,35,1,1.0,,20,5
ProtectiveStop,1d_cnn,42,2,36,36,0,,1.0,24,3
ProtectiveStop,1d_cnn,42,2,37,37,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,38,38,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,39,39,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,40,40,0,,1.0,20,3
ProtectiveStop,1d_cnn,42,2,41,41,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,42,42,1,1.0,,71,62
ProtectiveStop,1d_cnn,42,2,43,43,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,44,44,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,45,45,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,48,48,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,49,49,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,2,50,50,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,26,26,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,27,27,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,28,28,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,2,29,29,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,30,30,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,31,31,0,,0.0,14,0
ProtectiveStop,1d_cnn,43,2,32,32,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,33,33,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,2,34,34,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,35,35,1,1.0,,20,5
ProtectiveStop,1d_cnn,43,2,36,36,0,,1.0,24,2
ProtectiveStop,1d_cnn,43,2,37,37,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,38,38,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,39,39,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,40,40,0,,0.0,20,0
ProtectiveStop,1d_cnn,43,2,41,41,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,42,42,1,1.0,,71,61
ProtectiveStop,1d_cnn,43,2,43,43,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,44,44,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,45,45,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,48,48,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,49,49,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,2,50,50,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,26,26,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,27,27,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,28,28,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,2,29,29,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,30,30,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,31,31,0,,0.0,14,0
ProtectiveStop,1d_cnn,44,2,32,32,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,33,33,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,2,34,34,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,35,35,1,1.0,,20,5
ProtectiveStop,1d_cnn,44,2,36,36,0,,1.0,24,3
ProtectiveStop,1d_cnn,44,2,37,37,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,38,38,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,39,39,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,40,40,0,,1.0,20,3
ProtectiveStop,1d_cnn,44,2,41,41,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,42,42,1,1.0,,71,66
ProtectiveStop,1d_cnn,44,2,43,43,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,44,44,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,45,45,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,48,48,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,49,49,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,2,50,50,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,3,51,51,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,3,52,52,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,3,53,53,1,1.0,,43,24
ProtectiveStop,1d_cnn,42,3,54,54,0,,1.0,15,1
ProtectiveStop,1d_cnn,42,3,55,55,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,3,56,56,0,,1.0,15,1
ProtectiveStop,1d_cnn,42,3,57,57,0,,1.0,32,2
ProtectiveStop,1d_cnn,42,3,58,58,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,3,59,59,0,,1.0,15,2
ProtectiveStop,1d_cnn,42,3,60,60,0,,1.0,16,1
ProtectiveStop,1d_cnn,42,3,61,61,0,,1.0,13,1
ProtectiveStop,1d_cnn,42,3,62,62,0,,0.0,16,0
ProtectiveStop,1d_cnn,42,3,63,63,1,0.0,,31,2
ProtectiveStop,1d_cnn,42,3,64,64,0,,0.0,16,0
ProtectiveStop,1d_cnn,42,3,65,65,0,,0.0,13,0
ProtectiveStop,1d_cnn,42,3,66,66,0,,0.0,17,0
ProtectiveStop,1d_cnn,42,3,67,67,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,3,68,68,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,3,69,69,1,0.0,,24,0
ProtectiveStop,1d_cnn,42,3,70,70,0,,1.0,15,2
ProtectiveStop,1d_cnn,42,3,71,71,0,,1.0,9,2
ProtectiveStop,1d_cnn,42,3,72,72,0,,1.0,15,2
ProtectiveStop,1d_cnn,42,3,73,73,0,,1.0,16,1
ProtectiveStop,1d_cnn,42,3,75,74,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,51,51,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,52,52,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,53,53,1,1.0,,43,27
ProtectiveStop,1d_cnn,43,3,54,54,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,55,55,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,56,56,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,57,57,0,,0.0,32,0
ProtectiveStop,1d_cnn,43,3,58,58,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,59,59,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,60,60,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,3,61,61,0,,1.0,13,1
ProtectiveStop,1d_cnn,43,3,62,62,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,3,63,63,1,1.0,,31,8
ProtectiveStop,1d_cnn,43,3,64,64,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,3,65,65,0,,0.0,13,0
ProtectiveStop,1d_cnn,43,3,66,66,0,,0.0,17,0
ProtectiveStop,1d_cnn,43,3,67,67,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,68,68,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,69,69,1,1.0,,24,3
ProtectiveStop,1d_cnn,43,3,70,70,0,,1.0,15,1
ProtectiveStop,1d_cnn,43,3,71,71,0,,1.0,9,2
ProtectiveStop,1d_cnn,43,3,72,72,0,,0.0,15,0
ProtectiveStop,1d_cnn,43,3,73,73,0,,0.0,16,0
ProtectiveStop,1d_cnn,43,3,75,74,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,51,51,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,52,52,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,53,53,1,1.0,,43,23
ProtectiveStop,1d_cnn,44,3,54,54,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,55,55,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,56,56,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,57,57,0,,0.0,32,0
ProtectiveStop,1d_cnn,44,3,58,58,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,59,59,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,60,60,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,3,61,61,0,,1.0,13,1
ProtectiveStop,1d_cnn,44,3,62,62,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,3,63,63,1,1.0,,31,8
ProtectiveStop,1d_cnn,44,3,64,64,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,3,65,65,0,,0.0,13,0
ProtectiveStop,1d_cnn,44,3,66,66,0,,0.0,17,0
ProtectiveStop,1d_cnn,44,3,67,67,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,68,68,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,69,69,1,0.0,,24,0
ProtectiveStop,1d_cnn,44,3,70,70,0,,1.0,15,1
ProtectiveStop,1d_cnn,44,3,71,71,0,,1.0,9,2
ProtectiveStop,1d_cnn,44,3,72,72,0,,0.0,15,0
ProtectiveStop,1d_cnn,44,3,73,73,0,,0.0,16,0
ProtectiveStop,1d_cnn,44,3,75,74,0,,0.0,15,0
ProtectiveStop,1d_cnn,42,4,76,75,0,,0.0,15,0
