target,model_variant,seed,test_block,cycle,cycle_run,cycle_occurrence,true_event_cycle,cycle_alert,event_detected
System_Failure,1d_cnn_19_raw,43,10,233,209,1,1,1,1
System_Failure,1d_cnn_19_raw,43,10,230,216,2,1,1,1
System_Failure,1d_cnn_19_raw,43,10,231,217,2,1,1,1
System_Failure,1d_cnn_19_raw,43,10,232,218,2,1,1,1
System_Failure,1d_cnn_19_raw,43,10,233,219,2,1,1,1
System_Failure,1d_cnn_19_raw,43,10,234,220,1,1,1,1
System_Failure,1d_cnn_19_raw,43,10,235,221,1,1,1,1
System_Failure,1d_cnn_19_raw,43,10,236,222,1,0,1,0
System_Failure,1d_cnn_19_raw,43,10,237,223,1,1,1,1
System_Failure,1d_cnn_19_raw,43,10,238,224,1,0,0,0
System_Failure,1d_cnn_19_raw,43,10,239,225,1,1,1,1
System_Failure,1d_cnn_19_raw,43,10,240,226,1,1,1,1
System_Failure,1d_cnn_19_raw,43,10,241,227,1,0,0,0
System_Failure,1d_cnn_19_raw,43,10,242,228,1,1,1,1
System_Failure,1d_cnn_19_raw,43,10,243,229,1,0,1,0
System_Failure,1d_cnn_19_raw,43,10,245,230,1,0,1,0
System_Failure,1d_cnn_19_raw,43,10,246,231,1,1,1,1
System_Failure,1d_cnn_19_raw,43,10,247,232,1,1,1,1
System_Failure,1d_cnn_19_raw,43,10,248,233,1,0,1,0
System_Failure,1d_cnn_19_raw,43,10,249,234,1,1,1,1
System_Failure,1d_cnn_19_raw,43,10,250,235,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,226,203,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,227,204,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,229,205,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,230,206,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,231,207,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,232,208,1,0,1,0
System_Failure,1d_cnn_19_raw,44,10,233,209,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,230,216,2,1,1,1
System_Failure,1d_cnn_19_raw,44,10,231,217,2,1,1,1
System_Failure,1d_cnn_19_raw,44,10,232,218,2,1,1,1
System_Failure,1d_cnn_19_raw,44,10,233,219,2,1,1,1
System_Failure,1d_cnn_19_raw,44,10,234,220,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,235,221,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,236,222,1,0,1,0
System_Failure,1d_cnn_19_raw,44,10,237,223,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,238,224,1,0,0,0
System_Failure,1d_cnn_19_raw,44,10,239,225,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,240,226,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,241,227,1,0,0,0
System_Failure,1d_cnn_19_raw,44,10,242,228,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,243,229,1,0,1,0
System_Failure,1d_cnn_19_raw,44,10,245,230,1,0,1,0
System_Failure,1d_cnn_19_raw,44,10,246,231,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,247,232,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,248,233,1,0,1,0
System_Failure,1d_cnn_19_raw,44,10,249,234,1,1,1,1
System_Failure,1d_cnn_19_raw,44,10,250,235,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,1,1,1,1,1,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,2,2,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,3,3,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,4,4,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,5,5,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,6,6,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,8,8,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,9,9,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,10,10,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,11,11,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,12,12,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,13,13,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,14,14,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,15,15,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,16,16,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,17,17,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,18,18,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,19,19,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,20,20,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,21,21,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,22,22,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,1,23,23,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,24,24,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,1,25,25,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,1,1,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,1,2,2,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,1,3,3,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,4,4,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,5,5,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,6,6,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,1,8,8,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,9,9,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,10,10,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,11,11,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,12,12,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,13,13,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,14,14,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,15,15,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,16,16,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,17,17,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,18,18,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,1,19,19,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,20,20,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,21,21,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,22,22,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,1,23,23,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,24,24,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,1,25,25,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,1,1,1,1,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,2,2,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,3,3,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,4,4,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,5,5,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,6,6,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,8,8,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,9,9,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,10,10,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,11,11,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,12,12,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,13,13,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,14,14,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,15,15,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,16,16,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,17,17,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,18,18,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,19,19,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,20,20,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,21,21,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,22,22,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,1,23,23,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,24,24,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,1,25,25,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,26,26,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,27,27,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,28,28,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,29,29,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,30,30,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,31,31,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,32,32,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,33,33,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,34,34,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,35,35,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,2,36,36,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,2,37,37,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,38,38,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,39,39,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,40,40,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,2,41,41,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,42,42,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,2,43,43,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,44,44,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,45,45,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,48,48,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,49,49,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,2,50,50,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,26,26,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,27,27,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,28,28,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,29,29,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,30,30,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,31,31,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,32,32,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,33,33,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,34,34,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,35,35,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,2,36,36,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,37,37,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,38,38,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,39,39,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,40,40,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,41,41,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,42,42,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,2,43,43,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,44,44,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,45,45,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,48,48,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,49,49,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,2,50,50,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,26,26,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,27,27,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,28,28,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,29,29,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,30,30,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,31,31,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,32,32,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,33,33,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,34,34,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,35,35,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,2,36,36,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,2,37,37,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,38,38,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,39,39,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,40,40,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,2,41,41,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,42,42,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,2,43,43,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,44,44,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,45,45,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,48,48,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,49,49,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,2,50,50,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,51,51,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,52,52,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,53,53,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,3,54,54,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,3,55,55,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,56,56,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,57,57,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,58,58,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,59,59,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,60,60,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,61,61,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,62,62,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,63,63,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,3,64,64,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,65,65,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,66,66,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,67,67,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,68,68,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,69,69,1,1,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,70,70,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,3,71,71,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,3,72,72,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,73,73,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,3,75,74,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,51,51,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,52,52,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,53,53,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,3,54,54,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,3,55,55,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,56,56,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,57,57,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,58,58,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,59,59,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,3,60,60,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,61,61,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,62,62,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,63,63,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,3,64,64,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,65,65,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,66,66,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,67,67,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,68,68,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,69,69,1,1,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,70,70,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,3,71,71,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,3,72,72,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,73,73,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,3,75,74,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,51,51,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,52,52,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,53,53,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,3,54,54,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,3,55,55,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,56,56,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,57,57,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,3,58,58,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,59,59,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,3,60,60,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,3,61,61,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,62,62,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,63,63,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,3,64,64,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,65,65,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,66,66,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,67,67,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,68,68,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,69,69,1,1,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,70,70,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,3,71,71,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,3,72,72,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,73,73,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,3,75,74,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,76,75,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,85,84,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,4,86,85,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,4,87,86,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,4,88,87,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,89,88,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,90,89,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,91,90,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,92,91,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,93,92,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,94,93,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,95,94,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,96,95,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,97,96,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,4,98,97,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,4,99,98,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,4,100,99,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,76,75,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,85,84,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,4,86,85,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,4,87,86,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,4,88,87,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,89,88,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,90,89,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,91,90,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,92,91,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,93,92,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,94,93,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,95,94,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,96,95,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,97,96,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,4,98,97,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,4,99,98,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,4,100,99,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,76,75,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,85,84,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,4,86,85,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,4,87,86,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,4,88,87,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,89,88,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,90,89,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,91,90,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,92,91,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,93,92,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,94,93,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,95,94,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,96,95,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,4,97,96,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,4,98,97,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,4,99,98,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,4,100,99,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,101,100,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,102,101,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,103,102,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,5,104,103,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,105,104,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,106,105,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,107,106,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,108,107,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,5,109,108,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,110,109,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,111,110,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,112,111,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,5,113,112,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,5,114,113,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,115,114,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,5,116,115,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,5,117,116,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,5,118,117,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,42,5,119,118,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,120,119,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,121,120,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,122,121,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,5,123,122,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,42,5,124,123,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,42,5,125,124,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,101,100,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,5,102,101,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,103,102,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,5,104,103,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,5,105,104,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,5,106,105,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,5,107,106,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,108,107,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,5,109,108,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,110,109,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,5,111,110,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,112,111,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,113,112,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,114,113,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,115,114,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,5,116,115,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,117,116,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,5,118,117,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,43,5,119,118,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,5,120,119,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,43,5,121,120,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,122,121,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,123,122,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,124,123,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,43,5,125,124,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,5,101,100,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,5,102,101,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,5,103,102,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,5,104,103,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,5,105,104,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,5,106,105,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,5,107,106,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,5,108,107,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,5,109,108,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,5,110,109,1,0,0,0
ProtectiveStop,1d_cnn_19_raw,44,5,111,110,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,5,112,111,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,5,113,112,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,5,114,113,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,5,115,114,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,5,116,115,1,0,1,0
ProtectiveStop,1d_cnn_19_raw,44,5,117,116,1,1,1,1
ProtectiveStop,1d_cnn_19_raw,44,5,118,117,1,1,1,1
