target,model,test_block,cycle,cycle_run,cycle_occurrence,true_event_cycle,seed_count,seeds_with_cycle_alert,seeds_detecting_event,consensus_required,consensus_false_alarm,consensus_event_detected,consensus_event_miss,window_count,consensus_positive_window_count,mean_window_score,max_window_score
ProtectiveStop,rf_window_features,2,38,38,1,0,1,0,0,1,0,0,0,15,0,0.007777777777777746,0.0266666666666666
ProtectiveStop,rf_window_features,2,39,39,1,0,1,0,0,1,0,0,0,15,0,0.01066666666666664,0.0433333333333333
ProtectiveStop,rf_window_features,2,40,40,1,0,1,0,0,1,0,0,0,20,0,0.12599999999999995,0.26
ProtectiveStop,rf_window_features,2,41,41,1,0,1,0,0,1,0,0,0,15,0,0.012222222222222186,0.0666666666666666
ProtectiveStop,rf_window_features,2,42,42,1,1,1,1,1,1,0,1,0,71,25,0.42784037558685445,0.8366666666666667
ProtectiveStop,rf_window_features,2,43,43,1,0,1,0,0,1,0,0,0,15,0,0.06399999999999999,0.15
ProtectiveStop,rf_window_features,2,44,44,1,0,1,0,0,1,0,0,0,15,0,0.03622222222222219,0.07
ProtectiveStop,rf_window_features,2,45,45,1,0,1,0,0,1,0,0,0,15,0,0.046222222222222185,0.3133333333333333
ProtectiveStop,rf_window_features,2,48,48,1,0,1,0,0,1,0,0,0,15,0,0.01711111111111109,0.0933333333333333
ProtectiveStop,rf_window_features,2,49,49,1,0,1,0,0,1,0,0,0,15,0,0.02244444444444442,0.1933333333333333
ProtectiveStop,rf_window_features,2,50,50,1,0,1,0,0,1,0,0,0,15,0,0.023777777777777728,0.0966666666666666
ProtectiveStop,rf_window_features,3,51,51,1,0,1,0,0,1,0,0,0,15,0,0.03199999999999996,0.0766666666666666
ProtectiveStop,rf_window_features,3,52,52,1,0,1,0,0,1,0,0,0,15,0,0.013555555555555526,0.0366666666666666
ProtectiveStop,rf_window_features,3,53,53,1,1,1,1,1,1,0,1,0,43,28,0.424031007751938,0.7533333333333333
ProtectiveStop,rf_window_features,3,54,54,1,0,1,0,0,1,0,0,0,15,0,0.02555555555555553,0.14
ProtectiveStop,rf_window_features,3,55,55,1,0,1,0,0,1,0,0,0,15,0,0.016444444444444418,0.04
ProtectiveStop,rf_window_features,3,56,56,1,0,1,0,0,1,0,0,0,15,0,0.012666666666666647,0.05
ProtectiveStop,rf_window_features,3,57,57,1,0,1,1,0,1,1,0,0,32,4,0.14416666666666664,0.5366666666666666
ProtectiveStop,rf_window_features,3,58,58,1,0,1,0,0,1,0,0,0,15,0,0.0222222222222222,0.1366666666666666
ProtectiveStop,rf_window_features,3,59,59,1,0,1,0,0,1,0,0,0,15,0,0.029555555555555536,0.14
ProtectiveStop,rf_window_features,3,60,60,1,0,1,0,0,1,0,0,0,16,0,0.03229166666666662,0.1266666666666666
ProtectiveStop,rf_window_features,3,61,61,1,0,1,0,0,1,0,0,0,13,0,0.06461538461538457,0.1166666666666666
ProtectiveStop,rf_window_features,3,62,62,1,0,1,1,0,1,1,0,0,16,1,0.05020833333333331,0.5766666666666667
ProtectiveStop,rf_window_features,3,63,63,1,1,1,1,1,1,0,1,0,31,7,0.22741935483870968,0.7566666666666667
ProtectiveStop,rf_window_features,3,64,64,1,0,1,0,0,1,0,0,0,16,0,0.03874999999999997,0.4266666666666667
ProtectiveStop,rf_window_features,3,65,65,1,0,1,0,0,1,0,0,0,13,0,0.028974358974358946,0.1366666666666666
ProtectiveStop,rf_window_features,3,66,66,1,0,1,0,0,1,0,0,0,17,0,0.0629411764705882,0.4366666666666666
ProtectiveStop,rf_window_features,3,67,67,1,0,1,0,0,1,0,0,0,15,0,0.04488888888888886,0.1366666666666666
ProtectiveStop,rf_window_features,3,68,68,1,0,1,0,0,1,0,0,0,15,0,0.07777777777777775,0.22
ProtectiveStop,rf_window_features,3,69,69,1,1,1,1,1,1,0,1,0,24,7,0.24152777777777779,0.5966666666666667
ProtectiveStop,rf_window_features,3,70,70,1,0,1,0,0,1,0,0,0,15,0,0.03844444444444443,0.1833333333333333
ProtectiveStop,rf_window_features,3,71,71,1,0,1,1,0,1,1,0,0,9,1,0.16555555555555554,0.56
ProtectiveStop,rf_window_features,3,72,72,1,0,1,0,0,1,0,0,0,15,0,0.03288888888888886,0.14
ProtectiveStop,rf_window_features,3,73,73,1,0,1,0,0,1,0,0,0,16,0,0.036249999999999984,0.13
ProtectiveStop,rf_window_features,3,75,74,1,0,1,0,0,1,0,0,0,15,0,0.025111111111111088,0.1
ProtectiveStop,rf_window_features,4,76,75,1,0,1,0,0,1,0,0,0,15,0,0.012444444444444414,0.1
ProtectiveStop,rf_window_features,4,85,84,1,0,1,1,0,1,1,0,0,20,6,0.2503333333333333,0.85
ProtectiveStop,rf_window_features,4,86,85,1,1,1,1,1,1,0,1,0,20,7,0.31599999999999995,0.8533333333333334
ProtectiveStop,rf_window_features,4,87,86,1,1,1,1,1,1,0,1,0,20,6,0.323,0.9466666666666668
ProtectiveStop,rf_window_features,4,88,87,1,0,1,0,0,1,0,0,0,15,0,0.017111111111111073,0.0433333333333333
ProtectiveStop,rf_window_features,4,89,88,1,0,1,0,0,1,0,0,0,15,0,0.00377777777777776,0.0166666666666666
ProtectiveStop,rf_window_features,4,90,89,1,0,1,0,0,1,0,0,0,15,0,0.02088888888888888,0.18
ProtectiveStop,rf_window_features,4,91,90,1,0,1,0,0,1,0,0,0,15,0,0.05244444444444442,0.3166666666666666
ProtectiveStop,rf_window_features,4,92,91,1,0,1,0,0,1,0,0,0,15,0,0.05133333333333331,0.19
ProtectiveStop,rf_window_features,4,93,92,1,0,1,0,0,1,0,0,0,15,0,0.014888888888888861,0.05
ProtectiveStop,rf_window_features,4,94,93,1,0,1,0,0,1,0,0,0,15,0,0.011555555555555519,0.03
ProtectiveStop,rf_window_features,4,95,94,1,0,1,0,0,1,0,0,0,15,0,0.024888888888888867,0.1633333333333333
ProtectiveStop,rf_window_features,4,96,95,1,0,1,0,0,1,0,0,0,7,0,0.0019047619047619002,0.01
ProtectiveStop,rf_window_features,4,97,96,1,0,1,0,0,1,0,0,0,15,0,0.028666666666666642,0.31
ProtectiveStop,rf_window_features,4,98,97,1,0,1,0,0,1,0,0,0,15,0,0.029999999999999968,0.2166666666666666
ProtectiveStop,rf_window_features,4,99,98,1,1,1,1,1,1,0,1,0,92,42,0.4603260869565218,0.8833333333333333
ProtectiveStop,rf_window_features,4,100,99,1,0,1,0,0,1,0,0,0,15,0,0.05599999999999996,0.1633333333333333
ProtectiveStop,rf_window_features,5,101,100,1,0,1,0,0,1,0,0,0,15,0,0.07844444444444441,0.2933333333333333
ProtectiveStop,rf_window_features,5,102,101,1,0,1,0,0,1,0,0,0,15,0,0.06777777777777773,0.23
ProtectiveStop,rf_window_features,5,103,102,1,1,1,1,1,1,0,1,0,54,36,0.593395061728395,0.84
ProtectiveStop,rf_window_features,5,104,103,1,0,1,0,0,1,0,0,0,2,0,0.0183333333333333,0.02
ProtectiveStop,rf_window_features,5,105,104,1,0,1,0,0,1,0,0,0,14,0,0.041904761904761875,0.3666666666666666
ProtectiveStop,rf_window_features,5,106,105,1,0,1,0,0,1,0,0,0,15,0,0.037999999999999964,0.0733333333333333
ProtectiveStop,rf_window_features,5,107,106,1,0,1,0,0,1,0,0,0,15,0,0.04688888888888885,0.1133333333333333
ProtectiveStop,rf_window_features,5,108,107,1,1,1,1,1,1,0,1,0,47,19,0.36808510638297876,0.95
ProtectiveStop,rf_window_features,5,109,108,1,0,1,0,0,1,0,0,0,15,0,0.021111111111111087,0.0966666666666666
ProtectiveStop,rf_window_features,5,110,109,1,0,1,0,0,1,0,0,0,4,0,0.15749999999999997,0.28
ProtectiveStop,rf_window_features,5,111,110,1,0,1,0,0,1,0,0,0,16,0,0.08229166666666664,0.3166666666666666
ProtectiveStop,rf_window_features,5,112,111,1,0,1,0,0,1,0,0,0,15,0,0.020222222222222187,0.0633333333333333
ProtectiveStop,rf_window_features,5,113,112,1,0,1,0,0,1,0,0,0,15,0,0.07755555555555552,0.32
ProtectiveStop,rf_window_features,5,114,113,1,0,1,0,0,1,0,0,0,16,0,0.04687499999999997,0.3166666666666666
ProtectiveStop,rf_window_features,5,115,114,1,1,1,1,1,1,0,1,0,43,13,0.38465116279069766,0.9533333333333334
ProtectiveStop,rf_window_features,5,116,115,1,0,1,0,0,1,0,0,0,15,0,0.0833333333333333,0.2633333333333333
ProtectiveStop,rf_window_features,5,117,116,1,1,1,1,1,1,0,1,0,19,5,0.29087719298245607,0.9033333333333332
ProtectiveStop,rf_window_features,5,118,117,1,1,1,1,1,1,0,1,0,30,11,0.3897777777777777,0.9266666666666666
ProtectiveStop,rf_window_features,5,119,118,1,0,1,0,0,1,0,0,0,16,0,0.055208333333333304,0.1533333333333333
ProtectiveStop,rf_window_features,5,120,119,1,0,1,0,0,1,0,0,0,15,0,0.04666666666666664,0.12
ProtectiveStop,rf_window_features,5,121,120,1,0,1,0,0,1,0,0,0,16,0,0.07145833333333329,0.2033333333333333
ProtectiveStop,rf_window_features,5,122,121,1,0,1,0,0,1,0,0,0,15,0,0.01399999999999996,0.0566666666666666
ProtectiveStop,rf_window_features,5,123,122,1,0,1,1,0,1,1,0,0,14,1,0.19595238095238093,0.5566666666666666
ProtectiveStop,rf_window_features,5,124,123,1,0,1,0,0,1,0,0,0,16,0,0.0433333333333333,0.11
ProtectiveStop,rf_window_features,5,125,124,1,0,1,0,0,1,0,0,0,13,0,0.09794871794871793,0.2133333333333333
ProtectiveStop,rf_window_features,7,151,129,1,0,1,0,0,1,0,0,0,15,0,0.038888888888888855,0.1033333333333333
ProtectiveStop,rf_window_features,7,152,130,1,1,1,1,1,1,0,1,0,21,7,0.30317460317460315,0.9666666666666668
ProtectiveStop,rf_window_features,7,153,131,1,0,1,0,0,1,0,0,0,15,0,0.07177777777777773,0.2433333333333333
ProtectiveStop,rf_window_features,7,154,132,1,0,1,0,0,1,0,0,0,16,0,0.07187499999999998,0.1933333333333333
ProtectiveStop,rf_window_features,7,155,133,1,0,1,0,0,1,0,0,0,15,0,0.023777777777777738,0.1533333333333333
ProtectiveStop,rf_window_features,7,156,134,1,0,1,0,0,1,0,0,0,15,0,0.03599999999999996,0.1466666666666666
ProtectiveStop,rf_window_features,7,157,135,1,0,1,0,0,1,0,0,0,16,0,0.048749999999999974,0.1133333333333333
ProtectiveStop,rf_window_features,7,159,137,1,1,1,1,1,1,0,1,0,23,10,0.3726086956521739,0.9966666666666668
ProtectiveStop,rf_window_features,7,160,138,1,0,1,0,0,1,0,0,0,16,0,0.05479166666666665,0.1733333333333333
ProtectiveStop,rf_window_features,7,161,139,1,0,1,0,0,1,0,0,0,15,0,0.030888888888888858,0.1066666666666666
ProtectiveStop,rf_window_features,7,162,140,1,0,1,0,0,1,0,0,0,15,0,0.01822222222222219,0.07
ProtectiveStop,rf_window_features,7,163,141,1,1,1,1,1,1,0,1,0,44,10,0.28909090909090907,0.8966666666666666
ProtectiveStop,rf_window_features,7,164,142,1,1,1,1,1,1,0,1,0,21,6,0.2550793650793651,0.88
ProtectiveStop,rf_window_features,7,165,143,1,0,1,0,0,1,0,0,0,15,0,0.014222222222222193,0.0566666666666666
ProtectiveStop,rf_window_features,7,166,144,1,0,1,0,0,1,0,0,0,15,0,0.029999999999999968,0.15
ProtectiveStop,rf_window_features,7,167,145,1,0,1,0,0,1,0,0,0,15,0,0.03355555555555551,0.1833333333333333
ProtectiveStop,rf_window_features,7,168,146,1,0,1,0,0,1,0,0,0,16,0,0.025416666666666636,0.08
ProtectiveStop,rf_window_features,7,169,147,1,0,1,0,0,1,0,0,0,15,0,0.041555555555555526,0.16
ProtectiveStop,rf_window_features,7,170,148,1,1,1,1,1,1,0,1,0,47,6,0.23319148936170211,0.9533333333333334
ProtectiveStop,rf_window_features,7,171,149,1,0,1,0,0,1,0,0,0,15,0,0.04799999999999995,0.16
ProtectiveStop,rf_window_features,7,172,150,1,0,1,0,0,1,0,0,0,15,0,0.03488888888888886,0.1433333333333333
ProtectiveStop,rf_window_features,7,173,151,1,1,1,1,1,1,0,1,0,21,6,0.2847619047619047,0.8866666666666667
ProtectiveStop,rf_window_features,7,174,152,1,1,1,1,1,1,0,1,0,19,3,0.17035087719298245,0.8333333333333334
ProtectiveStop,rf_window_features,7,175,153,1,1,1,1,1,1,0,1,0,35,10,0.3089523809523809,0.9433333333333334
ProtectiveStop,rf_window_features,8,176,154,1,0,1,0,0,1,0,0,0,15,0,0.05133333333333329,0.1933333333333333
ProtectiveStop,rf_window_features,8,177,155,1,0,1,0,0,1,0,0,0,15,0,0.09866666666666664,0.17
ProtectiveStop,rf_window_features,8,178,156,1,0,1,0,0,1,0,0,0,16,0,0.07479166666666665,0.2466666666666666
ProtectiveStop,rf_window_features,8,179,157,1,0,1,0,0,1,0,0,0,15,0,0.0833333333333333,0.22
ProtectiveStop,rf_window_features,8,180,158,1,0,1,0,0,1,0,0,0,15,0,0.03466666666666662,0.12
ProtectiveStop,rf_window_features,8,181,159,1,0,1,0,0,1,0,0,0,14,0,0.11476190476190475,0.1833333333333333
ProtectiveStop,rf_window_features,8,182,160,1,1,1,1,1,1,0,1,0,18,5,0.25259259259259254,0.95
ProtectiveStop,rf_window_features,8,183,161,1,1,1,1,1,1,0,1,0,38,7,0.25412280701754386,0.93
ProtectiveStop,rf_window_features,8,184,162,1,0,1,0,0,1,0,0,0,15,0,0.04622222222222219,0.1433333333333333
ProtectiveStop,rf_window_features,8,185,163,1,1,1,1,1,1,0,1,0,6,6,0.8744444444444444,0.9733333333333334
ProtectiveStop,rf_window_features,8,199,176,1,0,1,0,0,1,0,0,0,7,0,0.18428571428571425,0.2366666666666666
ProtectiveStop,rf_window_features,8,200,177,1,0,1,0,0,1,0,0,0,15,0,0.03555555555555552,0.15
ProtectiveStop,rf_window_features,9,201,178,1,1,1,1,1,1,0,1,0,30,5,0.24011111111111108,0.8766666666666667
ProtectiveStop,rf_window_features,9,202,179,1,0,1,0,0,1,0,0,0,15,0,0.08422222222222218,0.26
ProtectiveStop,rf_window_features,9,203,180,1,0,1,0,0,1,0,0,0,15,0,0.05066666666666663,0.13
ProtectiveStop,rf_window_features,9,204,181,1,1,1,1,1,1,0,1,0,38,7,0.2594736842105263,0.97
ProtectiveStop,rf_window_features,9,205,182,1,0,1,0,0,1,0,0,0,16,0,0.043124999999999976,0.1766666666666666
ProtectiveStop,rf_window_features,9,206,183,1,1,1,1,1,1,0,1,0,18,4,0.2607407407407407,0.9866666666666668
ProtectiveStop,rf_window_features,9,207,184,1,0,1,0,0,1,0,0,0,15,0,0.026888888888888865,0.15
ProtectiveStop,rf_window_features,9,208,185,1,0,1,0,0,1,0,0,0,14,0,0.017142857142857106,0.06
ProtectiveStop,rf_window_features,9,209,186,1,0,1,0,0,1,0,0,0,15,0,0.024666666666666632,0.1533333333333333
ProtectiveStop,rf_window_features,9,210,187,1,1,1,1,1,1,0,1,0,49,10,0.25564625850340134,0.99
ProtectiveStop,rf_window_features,9,211,188,1,0,1,0,0,1,0,0,0,15,0,0.03511111111111109,0.2033333333333333
ProtectiveStop,rf_window_features,9,212,189,1,1,1,1,1,1,0,1,0,19,6,0.2880701754385965,0.9833333333333332
ProtectiveStop,rf_window_features,9,213,190,1,0,1,0,0,1,0,0,0,15,0,0.09155555555555553,0.2733333333333333
ProtectiveStop,rf_window_features,9,214,191,1,1,1,1,1,1,0,1,0,40,10,0.2515833333333333,0.9033333333333332
ProtectiveStop,rf_window_features,9,215,192,1,1,1,1,1,1,0,1,0,31,2,0.14956989247311825,0.65
ProtectiveStop,rf_window_features,9,216,193,1,0,1,0,0,1,0,0,0,16,0,0.059374999999999976,0.1566666666666666
ProtectiveStop,rf_window_features,9,217,194,1,1,1,1,1,1,0,1,0,17,2,0.22568627450980389,0.5533333333333333
ProtectiveStop,rf_window_features,9,218,195,1,1,1,1,1,1,0,1,0,18,5,0.18370370370370365,0.7833333333333333
ProtectiveStop,rf_window_features,9,219,196,1,1,1,1,1,1,0,1,0,23,8,0.27405797101449275,0.77
ProtectiveStop,rf_window_features,9,220,197,1,1,1,1,1,1,0,1,0,32,2,0.23729166666666665,0.73
ProtectiveStop,rf_window_features,9,221,198,1,1,1,0,0,1,0,0,1,19,0,0.1370175438596491,0.36
ProtectiveStop,rf_window_features,9,222,199,1,1,1,1,1,1,0,1,0,18,4,0.2196296296296296,0.9533333333333334
ProtectiveStop,rf_window_features,9,223,200,1,1,1,1,1,1,0,1,0,19,5,0.2773684210526315,0.9833333333333332
ProtectiveStop,rf_window_features,9,224,201,1,1,1,1,1,1,0,1,0,19,6,0.2898245614035087,0.93
ProtectiveStop,rf_window_features,9,225,202,1,1,1,1,1,1,0,1,0,19,6,0.25614035087719295,0.9266666666666666
ProtectiveStop,rf_window_features,9,224,210,2,1,1,1,1,1,0,1,0,16,5,0.34791666666666665,0.9
ProtectiveStop,rf_window_features,10,226,203,1,1,1,1,1,1,0,1,0,19,6,0.3294736842105263,0.8833333333333333
ProtectiveStop,rf_window_features,10,227,204,1,1,1,0,0,1,0,0,1,18,0,0.23759259259259258,0.49
ProtectiveStop,rf_window_features,10,229,205,1,1,1,1,1,1,0,1,0,42,11,0.34619047619047616,0.9866666666666668
ProtectiveStop,rf_window_features,10,230,206,1,1,1,1,1,1,0,1,0,18,5,0.26203703703703707,0.8533333333333334
ProtectiveStop,rf_window_features,10,231,207,1,1,1,1,1,1,0,1,0,35,8,0.3660952380952381,0.96
ProtectiveStop,rf_window_features,10,232,208,1,0,1,0,0,1,0,0,0,15,0,0.09066666666666665,0.19
ProtectiveStop,rf_window_features,10,233,209,1,1,1,1,1,1,0,1,0,31,12,0.39634408602150534,0.74
ProtectiveStop,rf_window_features,10,230,216,2,1,1,1,1,1,0,1,0,20,6,0.2821666666666666,0.76
ProtectiveStop,rf_window_features,10,231,217,2,1,1,1,1,1,0,1,0,18,4,0.2955555555555555,0.93
ProtectiveStop,rf_window_features,10,232,218,2,1,1,1,1,1,0,1,0,20,7,0.27799999999999997,0.9
ProtectiveStop,rf_window_features,10,233,219,2,0,1,1,0,1,1,0,0,15,1,0.13088888888888886,0.5266666666666666
ProtectiveStop,rf_window_features,10,234,220,1,1,1,1,1,1,0,1,0,52,8,0.2938461538461538,0.8966666666666666
ProtectiveStop,rf_window_features,10,235,221,1,1,1,1,1,1,0,1,0,18,5,0.2635185185185185,0.9266666666666666
ProtectiveStop,rf_window_features,10,236,222,1,0,1,0,0,1,0,0,0,15,0,0.06755555555555552,0.3033333333333333
ProtectiveStop,rf_window_features,10,237,223,1,1,1,1,1,1,0,1,0,43,8,0.2704651162790697,0.9266666666666666
ProtectiveStop,rf_window_features,10,238,224,1,0,1,0,0,1,0,0,0,15,0,0.1733333333333333,0.2866666666666667
ProtectiveStop,rf_window_features,10,239,225,1,1,1,1,1,1,0,1,0,34,7,0.3445098039215686,0.9233333333333332
ProtectiveStop,rf_window_features,10,240,226,1,1,1,1,1,1,0,1,0,37,6,0.2624324324324324,0.9433333333333334
ProtectiveStop,rf_window_features,10,241,227,1,0,1,0,0,1,0,0,0,15,0,0.12222222222222218,0.25
ProtectiveStop,rf_window_features,10,242,228,1,1,1,1,1,1,0,1,0,43,5,0.20852713178294568,0.7733333333333333
ProtectiveStop,rf_window_features,10,243,229,1,0,1,0,0,1,0,0,0,16,0,0.12395833333333331,0.3266666666666666
ProtectiveStop,rf_window_features,10,245,230,1,0,1,0,0,1,0,0,0,15,0,0.1031111111111111,0.3233333333333333
ProtectiveStop,rf_window_features,10,246,231,1,1,1,1,1,1,0,1,0,40,11,0.404,0.97
ProtectiveStop,rf_window_features,10,247,232,1,1,1,1,1,1,0,1,0,46,7,0.27253623188405796,0.96
ProtectiveStop,rf_window_features,10,248,233,1,0,1,0,0,1,0,0,0,15,0,0.17088888888888887,0.2833333333333333
ProtectiveStop,rf_window_features,10,249,234,1,1,1,1,1,1,0,1,0,37,8,0.3024324324324324,0.8366666666666667
ProtectiveStop,rf_window_features,10,250,235,1,1,1,1,1,1,0,1,0,33,8,0.25717171717171716,0.8166666666666667
GripLost,rf_window_features,1,1,1,1,0,1,0,0,1,0,0,0,30,0,0.1525555555555555,0.43
GripLost,rf_window_features,1,2,2,1,1,1,1,1,1,0,1,0,37,7,0.3024324324324324,0.62
GripLost,rf_window_features,1,3,3,1,0,1,0,0,1,0,0,0,17,0,0.062156862745098,0.1966666666666666
GripLost,rf_window_features,1,4,4,1,0,1,0,0,1,0,0,0,15,0,0.03422222222222218,0.13
GripLost,rf_window_features,1,5,5,1,1,1,1,1,1,0,1,0,18,6,0.3144444444444444,0.6666666666666666
GripLost,rf_window_features,1,6,6,1,1,1,1,1,1,0,1,0,22,1,0.3368181818181818,0.5033333333333333
GripLost,rf_window_features,1,8,8,1,0,1,0,0,1,0,0,0,15,0,0.04688888888888886,0.17
GripLost,rf_window_features,1,9,9,1,0,1,0,0,1,0,0,0,15,0,0.04866666666666663,0.19
GripLost,rf_window_features,1,10,10,1,0,1,0,0,1,0,0,0,15,0,0.05444444444444441,0.1566666666666666
GripLost,rf_window_features,1,11,11,1,0,1,0,0,1,0,0,0,16,0,0.09270833333333328,0.2166666666666666
GripLost,rf_window_features,1,12,12,1,0,1,0,0,1,0,0,0,15,0,0.046222222222222185,0.16
GripLost,rf_window_features,1,13,13,1,0,1,0,0,1,0,0,0,15,0,0.061111111111111074,0.3633333333333333
GripLost,rf_window_features,1,14,14,1,1,1,1,1,1,0,1,0,19,4,0.33789473684210525,0.61
GripLost,rf_window_features,1,15,15,1,1,1,1,1,1,0,1,0,14,1,0.29904761904761906,0.5433333333333333
GripLost,rf_window_features,1,16,16,1,0,1,0,0,1,0,0,0,16,0,0.04791666666666664,0.1333333333333333
GripLost,rf_window_features,1,17,17,1,0,1,0,0,1,0,0,0,15,0,0.04088888888888886,0.1633333333333333
GripLost,rf_window_features,1,18,18,1,0,1,0,0,1,0,0,0,16,0,0.06666666666666664,0.1866666666666666
GripLost,rf_window_features,1,19,19,1,0,1,0,0,1,0,0,0,15,0,0.0973333333333333,0.23
GripLost,rf_window_features,1,20,20,1,0,1,0,0,1,0,0,0,15,0,0.0333333333333333,0.21
GripLost,rf_window_features,1,21,21,1,0,1,0,0,1,0,0,0,16,0,0.05937499999999997,0.1766666666666666
GripLost,rf_window_features,1,22,22,1,0,1,0,0,1,0,0,0,27,0,0.058024691358024655,0.1333333333333333
GripLost,rf_window_features,1,23,23,1,0,1,0,0,1,0,0,0,15,0,0.08666666666666664,0.3033333333333333
GripLost,rf_window_features,1,24,24,1,0,1,0,0,1,0,0,0,15,0,0.05688888888888886,0.1866666666666666
GripLost,rf_window_features,1,25,25,1,0,1,0,0,1,0,0,0,16,0,0.06062499999999997,0.2133333333333333
GripLost,rf_window_features,2,26,26,1,0,1,0,0,1,0,0,0,15,0,0.06199999999999998,0.2333333333333333
GripLost,rf_window_features,2,27,27,1,0,1,0,0,1,0,0,0,15,0,0.06244444444444442,0.28
GripLost,rf_window_features,2,28,28,1,0,1,0,0,1,0,0,0,16,0,0.07687499999999997,0.3
GripLost,rf_window_features,2,29,29,1,0,1,0,0,1,0,0,0,15,0,0.018222222222222192,0.0666666666666666
GripLost,rf_window_features,2,30,30,1,0,1,0,0,1,0,0,0,15,0,0.0182222222222222,0.0733333333333333
GripLost,rf_window_features,2,31,31,1,0,1,0,0,1,0,0,0,14,0,0.0864285714285714,0.1933333333333333
GripLost,rf_window_features,2,32,32,1,0,1,0,0,1,0,0,0,15,0,0.08799999999999998,0.17
GripLost,rf_window_features,2,33,33,1,0,1,0,0,1,0,0,0,16,0,0.12041666666666664,0.2966666666666667
GripLost,rf_window_features,2,34,34,1,0,1,0,0,1,0,0,0,15,0,0.06133333333333329,0.1766666666666666
GripLost,rf_window_features,2,35,35,1,0,1,0,0,1,0,0,0,20,0,0.04699999999999997,0.16
GripLost,rf_window_features,2,36,36,1,1,1,1,1,1,0,1,0,24,10,0.5441666666666666,0.95
GripLost,rf_window_features,2,37,37,1,0,1,0,0,1,0,0,0,15,0,0.07644444444444441,0.3066666666666666
GripLost,rf_window_features,2,38,38,1,0,1,0,0,1,0,0,0,15,0,0.06355555555555552,0.28
GripLost,rf_window_features,2,39,39,1,1,1,1,1,1,0,1,0,15,10,0.5793333333333333,0.83
GripLost,rf_window_features,2,40,40,1,1,1,1,1,1,0,1,0,20,4,0.4076666666666666,0.7566666666666667
GripLost,rf_window_features,2,41,41,1,0,1,0,0,1,0,0,0,15,0,0.05444444444444441,0.25
GripLost,rf_window_features,2,42,42,1,0,1,0,0,1,0,0,0,71,0,0.16215962441314552,0.4533333333333333
GripLost,rf_window_features,2,43,43,1,0,1,0,0,1,0,0,0,15,0,0.027555555555555517,0.07
GripLost,rf_window_features,2,44,44,1,0,1,0,0,1,0,0,0,15,0,0.052222222222222184,0.2066666666666666
GripLost,rf_window_features,2,45,45,1,0,1,0,0,1,0,0,0,15,0,0.023999999999999973,0.1333333333333333
GripLost,rf_window_features,2,48,48,1,0,1,0,0,1,0,0,0,15,0,0.026888888888888855,0.1933333333333333
GripLost,rf_window_features,2,49,49,1,0,1,0,0,1,0,0,0,15,0,0.0804444444444444,0.25
GripLost,rf_window_features,2,50,50,1,0,1,0,0,1,0,0,0,15,0,0.04022222222222221,0.1533333333333333
GripLost,rf_window_features,3,51,51,1,0,1,0,0,1,0,0,0,15,0,0.01888888888888885,0.1266666666666666
GripLost,rf_window_features,3,52,52,1,0,1,0,0,1,0,0,0,15,0,0.10666666666666662,0.24
GripLost,rf_window_features,3,53,53,1,0,1,0,0,1,0,0,0,43,0,0.060310077519379814,0.3233333333333333
GripLost,rf_window_features,3,54,54,1,0,1,0,0,1,0,0,0,15,0,0.05933333333333331,0.24
GripLost,rf_window_features,3,55,55,1,0,1,0,0,1,0,0,0,15,0,0.07577777777777775,0.3366666666666666
GripLost,rf_window_features,3,56,56,1,0,1,0,0,1,0,0,0,15,0,0.06688888888888886,0.2933333333333333
GripLost,rf_window_features,3,57,57,1,0,1,1,0,1,1,0,0,32,1,0.08531249999999997,0.5433333333333333
GripLost,rf_window_features,3,58,58,1,0,1,0,0,1,0,0,0,15,0,0.06533333333333328,0.1666666666666666
GripLost,rf_window_features,3,59,59,1,0,1,0,0,1,0,0,0,15,0,0.07555555555555554,0.3233333333333333
GripLost,rf_window_features,3,60,60,1,0,1,0,0,1,0,0,0,16,0,0.062499999999999965,0.2633333333333333
GripLost,rf_window_features,3,61,61,1,0,1,0,0,1,0,0,0,13,0,0.04717948717948715,0.1666666666666666
GripLost,rf_window_features,3,62,62,1,0,1,0,0,1,0,0,0,16,0,0.17333333333333328,0.3266666666666666
GripLost,rf_window_features,3,63,63,1,1,1,1,1,1,0,1,0,31,10,0.34483870967741936,0.9366666666666666
GripLost,rf_window_features,3,64,64,1,1,1,1,1,1,0,1,0,16,10,0.6189583333333333,0.96
GripLost,rf_window_features,3,65,65,1,1,1,1,1,1,0,1,0,13,4,0.3812820512820512,0.84
GripLost,rf_window_features,3,66,66,1,0,1,0,0,1,0,0,0,17,0,0.08509803921568625,0.26
GripLost,rf_window_features,3,67,67,1,1,1,1,1,1,0,1,0,15,7,0.4882222222222222,0.9933333333333332
GripLost,rf_window_features,3,68,68,1,0,1,0,0,1,0,0,0,15,0,0.09066666666666663,0.23
GripLost,rf_window_features,3,69,69,1,1,1,1,1,1,0,1,0,24,7,0.38819444444444445,0.8866666666666667
GripLost,rf_window_features,3,70,70,1,0,1,0,0,1,0,0,0,15,0,0.045333333333333295,0.38
GripLost,rf_window_features,3,71,71,1,0,1,0,0,1,0,0,0,9,0,0.07555555555555553,0.16
GripLost,rf_window_features,3,72,72,1,0,1,0,0,1,0,0,0,15,0,0.060888888888888854,0.4666666666666667
