target,test_block,cycle,cycle_run,cycle_occurrence,true_event_cycle,error_type,rf_error,cnn_error,lstm_error
ProtectiveStop,9,212,189,1,1,event_miss,0,0,0
ProtectiveStop,9,214,191,1,1,event_miss,0,0,0
ProtectiveStop,9,215,192,1,1,event_miss,0,1,0
ProtectiveStop,9,217,194,1,1,event_miss,0,0,0
ProtectiveStop,9,218,195,1,1,event_miss,0,0,0
ProtectiveStop,9,219,196,1,1,event_miss,0,0,0
ProtectiveStop,9,220,197,1,1,event_miss,0,0,0
ProtectiveStop,9,221,198,1,1,event_miss,1,1,1
ProtectiveStop,9,222,199,1,1,event_miss,0,0,0
ProtectiveStop,9,223,200,1,1,event_miss,0,0,0
ProtectiveStop,9,224,201,1,1,event_miss,0,0,0
ProtectiveStop,9,224,210,2,1,event_miss,0,0,0
ProtectiveStop,9,225,202,1,1,event_miss,0,0,0
ProtectiveStop,10,226,203,1,1,event_miss,0,0,0
ProtectiveStop,10,227,204,1,1,event_miss,1,0,0
ProtectiveStop,10,229,205,1,1,event_miss,0,0,0
ProtectiveStop,10,230,206,1,1,event_miss,0,0,0
ProtectiveStop,10,230,216,2,1,event_miss,0,0,0
ProtectiveStop,10,231,207,1,1,event_miss,0,0,0
ProtectiveStop,10,231,217,2,1,event_miss,0,0,0
ProtectiveStop,10,232,218,2,1,event_miss,0,0,0
ProtectiveStop,10,233,209,1,1,event_miss,0,0,0
ProtectiveStop,10,234,220,1,1,event_miss,0,0,0
ProtectiveStop,10,235,221,1,1,event_miss,0,0,0
ProtectiveStop,10,237,223,1,1,event_miss,0,0,0
ProtectiveStop,10,239,225,1,1,event_miss,0,0,0
ProtectiveStop,10,240,226,1,1,event_miss,0,0,0
ProtectiveStop,10,242,228,1,1,event_miss,0,0,0
ProtectiveStop,10,246,231,1,1,event_miss,0,0,0
ProtectiveStop,10,247,232,1,1,event_miss,0,0,0
ProtectiveStop,10,249,234,1,1,event_miss,0,0,0
ProtectiveStop,10,250,235,1,1,event_miss,0,0,0
System_Failure,1,1,1,1,1,event_miss,0,0,0
System_Failure,1,2,2,1,1,event_miss,0,0,0
System_Failure,1,5,5,1,1,event_miss,0,0,0
System_Failure,1,6,6,1,1,event_miss,0,0,0
System_Failure,1,14,14,1,1,event_miss,0,0,0
System_Failure,1,15,15,1,1,event_miss,0,0,0
System_Failure,1,22,22,1,1,event_miss,0,0,0
System_Failure,2,35,35,1,1,event_miss,0,0,0
System_Failure,2,36,36,1,1,event_miss,0,0,0
System_Failure,2,39,39,1,1,event_miss,0,0,0
System_Failure,2,40,40,1,1,event_miss,0,0,0
System_Failure,2,42,42,1,1,event_miss,0,0,0
System_Failure,3,53,53,1,1,event_miss,0,0,0
System_Failure,3,63,63,1,1,event_miss,0,0,0
System_Failure,3,64,64,1,1,event_miss,0,0,0
System_Failure,3,65,65,1,1,event_miss,0,0,0
System_Failure,3,67,67,1,1,event_miss,0,0,0
System_Failure,3,69,69,1,1,event_miss,0,0,0
System_Failure,4,76,75,1,1,event_miss,0,0,0
System_Failure,4,86,85,1,1,event_miss,0,0,0
System_Failure,4,87,86,1,1,event_miss,0,0,0
System_Failure,4,91,90,1,1,event_miss,0,0,0
System_Failure,4,92,91,1,1,event_miss,0,0,0
System_Failure,4,95,94,1,1,event_miss,0,0,0
System_Failure,4,96,95,1,1,event_miss,0,0,0
System_Failure,4,97,96,1,1,event_miss,0,0,0
System_Failure,4,99,98,1,1,event_miss,0,0,0
System_Failure,5,103,102,1,1,event_miss,0,0,0
System_Failure,5,105,104,1,1,event_miss,0,0,0
System_Failure,5,108,107,1,1,event_miss,0,0,0
System_Failure,5,115,114,1,1,event_miss,0,0,0
System_Failure,5,117,116,1,1,event_miss,0,0,0
System_Failure,5,118,117,1,1,event_miss,0,0,0
System_Failure,7,152,130,1,1,event_miss,0,0,0
System_Failure,7,159,137,1,1,event_miss,0,0,0
System_Failure,7,160,138,1,1,event_miss,0,0,0
System_Failure,7,163,141,1,1,event_miss,0,0,0
System_Failure,7,164,142,1,1,event_miss,0,0,0
System_Failure,7,170,148,1,1,event_miss,0,0,0
System_Failure,7,173,151,1,1,event_miss,0,0,0
System_Failure,7,174,152,1,1,event_miss,0,0,0
System_Failure,7,175,153,1,1,event_miss,0,0,0
System_Failure,8,180,158,1,1,event_miss,0,0,1
System_Failure,8,182,160,1,1,event_miss,0,0,0
System_Failure,8,183,161,1,1,event_miss,0,0,0
System_Failure,8,185,163,1,1,event_miss,0,0,0
System_Failure,8,200,177,1,1,event_miss,0,0,0
System_Failure,9,201,178,1,1,event_miss,0,0,0
System_Failure,9,202,179,1,1,event_miss,0,0,0
System_Failure,9,204,181,1,1,event_miss,0,0,0
System_Failure,9,206,183,1,1,event_miss,0,0,0
System_Failure,9,208,185,1,1,event_miss,0,0,0
System_Failure,9,210,187,1,1,event_miss,0,0,0
System_Failure,9,212,189,1,1,event_miss,0,0,0
System_Failure,9,214,191,1,1,event_miss,0,0,0
System_Failure,9,215,192,1,1,event_miss,0,1,0
System_Failure,9,216,193,1,1,event_miss,0,0,0
System_Failure,9,217,194,1,1,event_miss,0,1,0
System_Failure,9,218,195,1,1,event_miss,0,0,0
System_Failure,9,219,196,1,1,event_miss,0,0,0
System_Failure,9,220,197,1,1,event_miss,0,0,0
System_Failure,9,221,198,1,1,event_miss,0,0,0
System_Failure,9,222,199,1,1,event_miss,0,0,0
System_Failure,9,223,200,1,1,event_miss,0,0,0
System_Failure,9,224,201,1,1,event_miss,0,0,0
System_Failure,9,224,210,2,1,event_miss,0,0,0
System_Failure,9,225,202,1,1,event_miss,0,0,0
System_Failure,10,226,203,1,1,event_miss,0,0,0
System_Failure,10,227,204,1,1,event_miss,0,1,0
System_Failure,10,229,205,1,1,event_miss,0,0,0
System_Failure,10,230,206,1,1,event_miss,0,0,0
System_Failure,10,230,216,2,1,event_miss,0,0,0
System_Failure,10,231,207,1,1,event_miss,0,0,0
System_Failure,10,231,217,2,1,event_miss,0,0,0
System_Failure,10,232,218,2,1,event_miss,0,0,0
System_Failure,10,233,209,1,1,event_miss,0,0,0
System_Failure,10,233,219,2,1,event_miss,0,0,0
System_Failure,10,234,220,1,1,event_miss,0,0,0
System_Failure,10,235,221,1,1,event_miss,0,0,0
System_Failure,10,237,223,1,1,event_miss,0,0,0
System_Failure,10,239,225,1,1,event_miss,0,0,0
System_Failure,10,240,226,1,1,event_miss,0,0,0
System_Failure,10,242,228,1,1,event_miss,0,0,0
System_Failure,10,246,231,1,1,event_miss,0,0,0
System_Failure,10,247,232,1,1,event_miss,0,0,0
System_Failure,10,249,234,1,1,event_miss,0,0,0
System_Failure,10,250,235,1,1,event_miss,0,0,0
